Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
182,Tony Snell\snellto01,SF,23,CHI,11,0,12.7,1.4,4,0.341,0.8,2.5,0.333,0.5,1.5,0.353,0.443,0.4,0.4,1,0.1,1.5,1.5,0.5,0,0.3,0.5,1.2,3.9,6.4,0.47,0.614,0.091,0.8,12.3,6.7,7,0,1.7,9.9,16.5,0,0.1,0.1,0.032,-2.6,-1.9,-4.5,-0.1
183,Marreese Speights\speigma01,C,27,GSW,10,0,6.7,1.4,4.2,0.333,0,0,,1.4,4.2,0.333,0.333,0.9,1.5,0.6,0.8,1.3,2.1,0.4,0.4,0.3,0.4,1.4,3.7,13.2,0.381,0,0.357,13.2,20.9,17.1,10.4,3.1,3.6,7.6,35.2,-0.1,0.2,0,0.012,-6.5,0.3,-6.2,-0.1
184,Tiago Splitter\splitti01,C,30,SAS,7,7,17.6,1.3,3.4,0.375,0,0,,1.3,3.4,0.375,0.375,0.9,2.7,0.316,1.9,2.6,4.4,1.3,0.6,0.1,1,2.4,3.4,7,0.371,0,0.792,10.9,16.1,13.4,10.3,1.7,0.6,17.8,14.4,-0.1,0.1,0,-0.004,-4.9,3.4,-1.6,0
185,Greg Stiemsma\stiemgr01,C,29,TOR,1,0,2,2,2,1,0,0,,2,2,1,1,1,2,0.5,0,0,0,0,0,0,0,0,5,101.6,0.868,0,1,0,0,0,0,0,0,0,64.7,0.1,0,0.1,1.54,29.9,-15.7,14.2,0
186,Amar'e Stoudemire\stoudam01,PF,32,DAL,5,0,15,3,7,0.429,0,0,,3,7,0.429,0.429,1.8,2.6,0.692,1.4,1.8,3.2,0.6,0.2,0.6,1.4,3.2,7.8,11.3,0.479,0,0.371,9.3,12.8,11,6,0.6,3.2,14.7,26,0,0,0,-0.01,-6,0.5,-5.4,-0.1
187,Jared Sullinger\sullija01,PF,22,BOS,4,0,20,5.3,9.5,0.553,0.8,2.3,0.333,4.5,7.3,0.621,0.592,1,1.8,0.571,2.3,4.8,7,0.3,0,0.8,1.3,3,12.3,21.7,0.596,0.237,0.184,12,26.7,19.1,2.7,0,3.6,10.9,25.7,0.2,0,0.2,0.118,-0.5,-0.7,-1.2,0
188,Jeff Teague\teaguje01,PG,26,ATL,16,16,33.1,6.1,14.9,0.41,1.3,4.1,0.323,4.8,10.9,0.443,0.454,3.3,3.8,0.867,0.6,2.6,3.2,6.7,1.5,0.4,2.7,2.1,16.8,17.8,0.507,0.272,0.251,2,8.3,5.2,35.3,2.3,1.1,13.9,26.5,0.5,0.5,1,0.094,1.5,-0.9,0.5,0.3
189,Mirza Teletovic\teletmi01,PF,29,BRK,3,0,5.3,0,1.7,0,0,1.3,0,0,0.3,0,0,0,0,,0,1.3,1.3,0,0.3,0,0.3,0.3,0,-10.5,0,0.8,0,0,27.1,13.5,0,3.2,0,16.7,17.2,-0.1,0,-0.1,-0.366,-17.5,-0.8,-18.3,-0.1
190,Garrett Temple\templga01,SG,28,WAS,4,0,6.5,0.3,1.5,0.167,0,0.8,0,0.3,0.8,0.333,0.167,1.3,2,0.625,0.3,0.5,0.8,0.3,0.5,0,0.8,1,1.8,1.5,0.368,0.5,1.333,4.3,8.1,6.3,5.3,3.9,0,24,21.3,-0.1,0,-0.1,-0.095,-6.4,0.8,-5.6,0
191,Jason Terry\terryja01,SG,37,HOU,17,17,28.6,3.4,7.9,0.425,1.7,4.8,0.354,1.6,3.1,0.538,0.534,0.8,0.9,0.813,0.4,1.9,2.2,2.8,0.9,0.1,1.2,2.7,9.2,10.1,0.553,0.612,0.119,1.3,6.7,4,14.9,1.5,0.3,12.4,13.8,0.5,0,0.5,0.054,-0.4,0.6,0.2,0.3
192,Isaiah Thomas\thomais02,PG,25,BOS,4,0,29.8,4.5,13.5,0.333,0.8,4.5,0.167,3.8,9,0.417,0.361,7.8,8,0.969,0.3,2.8,3,7,0.8,0,3.5,2.5,17.5,17.9,0.514,0.333,0.593,0.9,10.4,5.5,41.1,1.3,0,17.1,30.8,0.1,0,0.1,0.044,1.5,-0.5,1,0.1
193,Klay Thompson\thompkl01,SG,24,GSW,21,21,36.2,7.1,15.9,0.446,2.7,7,0.39,4.4,9,0.489,0.531,1.7,2.1,0.8,0.4,3.4,3.9,2.6,0.8,0.9,2,3,18.6,14.8,0.553,0.437,0.135,1.3,10.2,5.8,12.1,1.1,2,10.4,23.3,0.9,1,1.9,0.118,1.9,-0.4,1.5,0.7
194,Tristan Thompson\thomptr01,PF,23,CLE,20,15,36.4,3.6,6.5,0.558,0,0,,3.6,6.5,0.558,0.558,2.4,4.1,0.585,4.4,6.4,10.8,0.5,0.3,1.2,0.8,2.5,9.6,15.4,0.582,0,0.636,13.5,19.1,16.3,2,0.4,2.8,8.3,11.2,1.7,0.9,2.5,0.167,-0.2,1.5,1.4,0.6
195,Hedo Turkoglu\turkohe01,SF,35,LAC,11,0,5,0.4,1.5,0.235,0.2,1.2,0.154,0.2,0.4,0.5,0.294,0,0,,0.1,0.5,0.6,0.4,0.4,0.1,0.2,0.9,0.9,2.9,0.294,0.765,0,1.9,11.3,6.7,9.8,3.5,1.6,10.5,15,-0.1,0.1,-0.1,-0.068,-5.2,2.4,-2.8,0
196,Evan Turner\turneev01,SG,26,BOS,4,4,29.5,4,11,0.364,0.5,1,0.5,3.5,10,0.35,0.386,2,2.3,0.889,0.5,6.8,7.3,4.8,0.8,0,2.3,2.8,10.5,11.2,0.438,0.091,0.205,1.8,25.7,13.4,27.4,1.3,0,15.8,21.6,-0.1,0.1,-0.1,-0.02,-4.5,3.3,-1.3,0
197,Ekpe Udoh\udohek01,PF,27,LAC,4,0,3,0.3,0.8,0.333,0,0,,0.3,0.8,0.333,0.333,0,0,,0,0.8,0.8,0,0,0,0,0.8,0.5,-0.3,0.333,0,0,0,25.9,13.2,0,0,0,0,10.9,0,0,0,-0.042,-10.7,-3.1,-13.8,0
198,Beno Udrih\udrihbe01,PG,32,MEM,10,0,17.5,3.1,7.3,0.425,0.4,1.6,0.25,2.7,5.7,0.474,0.452,1,1.2,0.833,0.4,1.6,2,2.1,0.5,0,0.4,1.6,7.6,14.8,0.485,0.219,0.164,2.5,10.3,6.3,21.2,1.5,0,4.9,21.5,0.2,0.1,0.3,0.09,0.8,-0.1,0.7,0.1
199,Jonas Valanciunas\valanjo01,C,22,TOR,4,4,26.5,4.8,9.5,0.5,0,0,,4.8,9.5,0.5,0.5,1.8,2,0.875,2.3,7,9.3,0.5,0.5,0.3,1,1.8,11.3,17.3,0.542,0,0.211,9.1,31.9,19.8,3.3,1,0.8,8.8,19.3,0.1,0,0.2,0.079,-5.1,-0.4,-5.5,-0.1
200,Greivis Vasquez\vasqugr01,PG,28,TOR,4,0,25.3,2.8,7.3,0.379,1.3,3.5,0.357,1.5,3.8,0.4,0.466,0.8,0.8,1,0,1.8,1.8,3,0.5,0,1,3.8,7.5,7.9,0.495,0.483,0.103,0,8.4,3.9,18.6,1,0,11.7,15.3,0,0,0,-0.009,-3.7,-1.1,-4.7,-0.1
201,Charlie Villanueva\villach01,PF,30,DAL,5,0,8.6,2.2,5,0.44,1.6,3.8,0.421,0.6,1.2,0.5,0.6,0,0,,0.8,1.8,2.6,0.6,0.2,0.2,0,2,6,24.6,0.6,0.76,0,9.2,22.3,15.5,11.4,1.1,1.9,0,23.8,0.2,0,0.2,0.259,7.8,-0.1,7.6,0.1
202,John Wall\walljo01,PG,24,WAS,7,7,39,6.1,15.7,0.391,0.4,2.4,0.176,5.7,13.3,0.43,0.405,4.7,5.6,0.846,0.7,4,4.7,11.9,1.4,1.4,3.9,1.9,17.4,19.2,0.48,0.155,0.355,2.1,10.8,6.6,49.7,1.9,2.9,17.5,25,0.4,0.4,0.8,0.138,1.6,1.2,2.8,0.3
203,Gerald Wallace\wallage01,SF,32,BOS,1,0,4,0,1,0,0,0,,0,1,0,0,0,0,,0,1,1,0,0,0,0,0,0,-6.9,0,0,0,0,28.1,13.7,0,0,0,0,11.2,0,0,0,-0.263,-17.3,-1.3,-18.5,0
204,Martell Webster\webstma02,SF,28,WAS,1,0,4,1,2,0.5,0,1,0,1,1,1,0.5,0,0,,0,0,0,0,0,0,0,0,2,11.1,0.5,0.5,0,0,0,0,0,0,0,0,22.2,0,0,0,0.032,-0.9,-6,-6.9,0
205,Deron Williams\willide01,PG,30,BRK,6,6,32,4.5,11.5,0.391,1.8,4.3,0.423,2.7,7.2,0.372,0.471,1,1.2,0.857,0.5,5.7,6.2,5.5,1.3,0,2.7,3,11.8,12.9,0.493,0.377,0.101,1.7,19.2,10.4,28.6,2.1,0,18.2,21,0,0.2,0.2,0.039,-1.4,2.2,0.9,0.1
206,Lou Williams\willilo02,SG,28,TOR,4,0,25.5,4,12.8,0.314,1,5.3,0.19,3,7.5,0.4,0.353,3.8,4.5,0.833,0.5,1.3,1.8,1.3,1.5,0,0.8,2.3,12.8,11.6,0.433,0.412,0.353,2.1,5.9,3.9,8.3,3,0,4.8,27.3,-0.1,0,-0.1,-0.044,-3.4,-1.5,-4.9,-0.1
207,Thaddeus Young\youngth01,PF,26,BRK,6,6,31.7,4.8,11,0.439,0,0.7,0,4.8,10.3,0.468,0.439,0.8,2,0.417,2.8,4.3,7.2,2.7,0.8,0.2,2.3,2.5,10.5,10.5,0.442,0.061,0.182,9.7,14.8,12.3,14.3,1.3,0.5,16.4,20.5,-0.2,0.1,0,-0.012,-3.9,2,-1.9,0
208,Tyler Zeller\zellety01,C,25,BOS,4,4,22.5,3.8,7.3,0.517,0,0,,3.8,7.3,0.517,0.517,1,1.3,0.8,0.5,4,4.5,0.5,0.5,0.3,1,1.3,8.5,12.5,0.545,0,0.172,2.4,20,10.9,4,1.1,1.1,11.4,17.5,0,0,0.1,0.033,-4.9,1.7,-3.2,0
